15,10,0,1,2,26,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,10,25,6,24,0,1,2,3,4,5,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,6,0,1,23,29,2,3,4,5,7,8,9,11,12,13,14,16,17,18,19,20,21,22,24,26
15,19,13,27,2,6,23,7,0,1,3,4,5,8,9,10,11,12,14,16,17,18,20,21,22,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,10,25,6,0,1,23,2,3,4,5,7,8,9,11,12,13,14,16,17,18,19,20,21,22,24,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,26,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,10,25,21,0,1,3,14,2,4,5,6,7,8,9,11,12,13,16,17,18,19,20,22,23,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,12,3,4,5,6,7,8,9,10,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,21,0,1,3,14,2,4,5,6,7,8,9,11,12,13,16,17,18,19,20,22,23,24,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,10,25,21,0,1,4,2,3,5,6,7,8,9,11,12,13,14,16,17,18,19,20,22,23,24,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,27,2,6,23,7,0,1,3,4,5,8,9,10,11,12,14,16,17,18,20,21,22,24,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,10,25,21,0,1,3,11,2,4,5,6,7,8,9,12,13,14,16,17,18,19,20,22,23,24,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,27,2,6,23,7,0,1,3,4,5,8,9,10,11,12,14,16,17,18,20,21,22,24,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,10,0,1,29,3,2,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,10,0,1,2,26,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,19,13,27,2,8,0,1,3,4,5,6,7,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,21,0,1,3,14,2,4,5,6,7,8,9,11,12,13,16,17,18,19,20,22,23,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,21,7,13,0,1,29,2,3,4,5,6,8,9,11,12,14,16,17,18,19,20,22,23,24,26
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,25,21,0,1,3,14,2,4,5,6,7,8,9,11,12,13,16,17,18,19,20,22,23,24,26,29
15,19,13,27,2,6,23,7,0,1,3,4,5,8,9,10,11,12,14,16,17,18,20,21,22,24,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,27,2,6,23,7,0,1,3,4,5,8,9,10,11,12,14,16,17,18,20,21,22,24,26,29
15,10,25,6,0,1,13,2,3,4,5,7,8,9,11,12,14,16,17,18,19,20,21,22,23,24,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,6,24,0,1,2,3,4,5,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,26,29
15,19,2,0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,26,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,29
15,10,0,1,2,26,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,27,2,6,23,7,0,1,3,4,5,8,9,10,11,12,14,16,17,18,20,21,22,24,26,29
15,19,13,27,2,6,23,7,0,1,3,4,5,8,9,10,11,12,14,16,17,18,20,21,22,24,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,19,13,27,2,6,23,20,0,1,3,4,5,7,8,9,10,11,12,14,16,17,18,21,22,24,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,27,2,0,1,8,3,4,5,6,7,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,21,0,1,3,14,2,4,5,6,7,8,9,11,12,13,16,17,18,19,20,22,23,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,10,25,21,0,1,3,14,2,4,5,6,7,8,9,11,12,13,16,17,18,19,20,22,23,24,26,29
15,10,0,1,2,26,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,29
15,19,2,0,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,21,7,13,0,1,29,2,3,4,5,6,8,9,11,12,14,16,17,18,19,20,22,23,24,26
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,26,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,12,3,4,5,6,7,8,9,10,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,6,24,0,1,2,3,4,5,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,6,0,1,13,2,3,4,5,7,8,9,11,12,14,16,17,18,19,20,21,22,23,24,26,29
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,0,1,2,20,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,21,7,13,0,1,29,2,3,4,5,6,8,9,11,12,14,16,17,18,19,20,22,23,24,26
15,10,25,6,24,0,1,2,3,4,5,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,27,2,6,26,0,1,3,4,5,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,29,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,25,6,0,1,13,2,3,4,5,7,8,9,11,12,14,16,17,18,19,20,21,22,23,24,26,29
15,19,13,27,2,8,0,1,3,4,5,6,7,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,2,11,0,1,3,4,5,6,7,8,9,10,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,27,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,10,25,21,0,1,4,2,3,5,6,7,8,9,11,12,13,14,16,17,18,19,20,22,23,24,26,29
15,10,25,21,7,0,1,2,3,4,5,6,8,9,11,12,13,14,16,17,18,19,20,22,23,24,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,10,12,4,5,6,7,8,9,11,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,30,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,27,2,0,1,8,3,4,5,6,7,9,10,11,12,14,16,17,18,20,21,22,23,24,26,29
15,19,13,2,0,1,10,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,19,13,2,0,1,3,4,5,6,7,8,9,10,11,12,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
15,10,0,1,2,30,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,19,13,2,0,1,10,23,3,4,5,6,7,8,9,11,12,14,16,17,18,20,21,22,24,25,26,29
15,19,2,0,1,5,3,4,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,25,26,29
